date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:02	107004/107004	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2008:19:01%20GMT	https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual.html	(from )
16:19:04	60/60	---MCZ	200	added ('OK')	text/plain	etag:W/%223e6d64355d4d91:0%22	https://www.islamweb.net/robots.txt		(from )
16:19:04	758/758	---M--	200	added ('OK')	image/png	etag:%2280a56a8d9d0d91:0%22	https://www.islamweb.net/contentver3/img/favicon.png	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/img/favicon.png	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:04	30978/30978	---MCZ	200	added ('OK')	text/css	etag:W/%22606b824ebdfd91:0%22	https://www.islamweb.net/contentver3/css/font-awesome.min.css?v=1.2	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/font-awesome.min7839.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:04	73852/73852	---MCZ	200	added ('OK')	text/css	etag:W/%229134a54ebdfd91:0%22	https://www.islamweb.net/contentver3/css/animate.css	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/animate.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:05	77746/77746	---MCZ	200	added ('OK')	text/css	etag:W/%22070be476674da1:0%22	https://www.islamweb.net/contentver3/css/lang/style.css?v=1.5	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/style2048.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:05	4786/4786	---MCZ	200	added ('OK')	text/css	etag:W/%22a2bd15313b20da1:0%22	https://www.islamweb.net/contentver3/css/lang/style-lang.css	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/style-lang.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:06	292906/292906	---MCZ	200	added ('OK')	text/css	etag:W/%2280718d1d7ead91:0%22	https://www.islamweb.net/contentver3/css/lang/bootstrap.css	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/bootstrap.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:06	79351/79351	---MCZ	200	added ('OK')	text/css	etag:W/%2287d0ab49d058da1:0%22	https://www.islamweb.net/contentver3/css/lang/responsive.css?v=1.3	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/responsivee67d.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:06	9939/9939	---MCZ	200	added ('OK')	text/css	etag:W/%2280beade4453da1:0%22	https://www.islamweb.net/contentver3/css/lang/responsive-lang.css	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/responsive-lang.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:07	3207/3207	---MCZ	200	added ('OK')	text/css	etag:W/%22d6c0dde4ffbd91:0%22	https://www.islamweb.net/contentver3/css/lang/style2.css	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/css/lang/style2.css	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:07	96385/96385	---MCZ	200	added ('OK')	text/javascript	etag:W/%2280649aad9d0d91:0%22	https://www.islamweb.net/contentver3/js/jquery-1.11.0.min.js	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/js/jquery-1.11.0.min.js	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:07	8305/8305	---MCZ	200	added ('OK')	text/javascript	etag:W/%220ce1ad9d0d91:0%22	https://www.islamweb.net/contentver3/js/jquery-easing-1.3.js	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/js/jquery-easing-1.3.js	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:08	15751/15751	---MCZ	200	added ('OK')	text/javascript	etag:W/%22986589ae9d0d91:0%22	https://www.islamweb.net/contentver3/js/wow.js	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/js/wow.js	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:08	20128/20128	---MCZ	200	added ('OK')	text/javascript	etag:W/%220fb32ae9d0d91:0%22	https://www.islamweb.net/contentver3/js/popper.min.js	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/js/popper.min.js	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
16:19:08	60354/60354	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a9e574ad9d0d91:0%22	https://www.islamweb.net/contentver3/js/bootstrap.min.js	C:/CollectionofIntersexinIslam/Rulings%20on%20an%20Hermaphrodite%20(Intersex%20Individual)/www.islamweb.net/contentver3/js/bootstrap.min.js	(from https://www.islamweb.net/en/fatwa/461431/rulings-on-an-hermaphrodite-intersex-individual)
